2.467401e-01 0.000000e+00 7.906684e-01 3.950000e+00 7.909453e-01 7.504967e+00 7.815462e-01
4.934802e-01 0.000000e+00 8.006459e-01 4.074164e+00 8.455132e-01 8.154007e+00 9.813074e-01
7.402203e-01 0.000000e+00 8.378146e-01 4.266759e+00 8.838331e-01 8.461849e+00 9.869475e-01
9.869604e-01 0.000000e+00 8.725712e-01 4.426027e+00 9.097331e-01 8.690305e+00 9.899665e-01
1.233701e+00 0.000000e+00 9.003576e-01 4.551415e+00 9.295247e-01 8.867508e+00 9.921783e-01
1.480441e+00 0.000000e+00 9.221367e-01 4.649488e+00 9.449405e-01 9.005824e+00 9.938905e-01
1.727181e+00 0.000000e+00 9.391611e-01 4.726128e+00 9.569802e-01 9.113880e+00 9.952266e-01
1.973921e+00 0.000000e+00 9.524638e-01 4.786012e+00 9.663868e-01 9.198308e+00 9.962704e-01
2.220661e+00 0.000000e+00 9.628579e-01 4.832802e+00 9.737366e-01 9.264275e+00 9.970859e-01
2.467401e+00 0.000000e+00 9.709793e-01 4.869361e+00 9.794792e-01 9.315818e+00 9.977231e-01
2.714141e+00 0.000000e+00 9.773248e-01 4.897926e+00 9.839662e-01 9.356090e+00 9.982209e-01
2.960881e+00 0.000000e+00 9.822829e-01 4.920245e+00 9.874721e-01 9.387557e+00 9.986099e-01
3.207621e+00 0.000000e+00 9.861568e-01 4.937684e+00 9.902114e-01 9.412143e+00 9.989139e-01
3.454362e+00 0.000000e+00 9.891837e-01 4.951310e+00 9.923517e-01 9.431354e+00 9.991514e-01
3.701102e+00 0.000000e+00 9.915488e-01 4.961956e+00 9.940241e-01 9.446364e+00 9.993369e-01
3.947842e+00 0.000000e+00 9.933967e-01 4.970275e+00 9.953308e-01 9.458092e+00 9.994819e-01
4.194582e+00 0.000000e+00 9.948405e-01 4.976774e+00 9.963517e-01 9.467255e+00 9.995952e-01
4.441322e+00 0.000000e+00 9.959687e-01 4.981853e+00 9.971494e-01 9.474415e+00 9.996837e-01
4.688062e+00 0.000000e+00 9.968502e-01 4.985821e+00 9.977727e-01 9.480009e+00 9.997529e-01
4.934802e+00 0.000000e+00 9.975389e-01 4.988921e+00 9.982597e-01 9.484380e+00 9.998069e-01
5.181542e+00 0.000000e+00 9.980770e-01 4.991344e+00 9.986403e-01 9.487796e+00 9.998491e-01
5.428282e+00 0.000000e+00 9.984975e-01 4.993236e+00 9.989376e-01 9.490464e+00 9.998821e-01
5.675023e+00 0.000000e+00 9.988260e-01 4.994715e+00 9.991699e-01 9.492549e+00 9.999079e-01
5.921763e+00 0.000000e+00 9.990827e-01 4.995871e+00 9.993514e-01 9.494178e+00 9.999280e-01
6.168503e+00 0.000000e+00 9.992833e-01 4.996774e+00 9.994932e-01 9.495451e+00 9.999438e-01
6.415243e+00 0.000000e+00 9.994400e-01 4.997479e+00 9.996040e-01 9.496446e+00 9.999561e-01
6.661983e+00 0.000000e+00 9.995625e-01 4.998030e+00 9.996906e-01 9.497223e+00 9.999657e-01
6.908723e+00 0.000000e+00 9.996581e-01 4.998461e+00 9.997583e-01 9.497830e+00 9.999732e-01
7.155463e+00 0.000000e+00 9.997329e-01 4.998798e+00 9.998111e-01 9.498305e+00 9.999790e-01
7.402203e+00 0.000000e+00 9.997913e-01 4.999060e+00 9.998524e-01 9.498675e+00 9.999836e-01
