0.000000e+00 4.050000e-01 8.100000e-01 9.499997e-01 1.900000e+00
1.000001e-01 4.127074e-01 8.101699e-01 8.729264e-01 1.898301e+00
2.000001e-01 4.203379e-01 8.149590e-01 7.966212e-01 1.850410e+00
3.000002e-01 4.276316e-01 8.262167e-01 7.236844e-01 1.737833e+00
4.000003e-01 4.344039e-01 8.400975e-01 6.559610e-01 1.599025e+00
5.000003e-01 4.406029e-01 8.542360e-01 5.939712e-01 1.457640e+00
6.000004e-01 4.462406e-01 8.676761e-01 5.375937e-01 1.323239e+00
7.000005e-01 4.513532e-01 8.800997e-01 4.864675e-01 1.199003e+00
8.000005e-01 4.559837e-01 8.914473e-01 4.401630e-01 1.085527e+00
9.000006e-01 4.601751e-01 9.017575e-01 3.982495e-01 9.824253e-01
1.000001e+00 4.639680e-01 9.111033e-01 3.603204e-01 8.889672e-01
1.100001e+00 4.673999e-01 9.195661e-01 3.260009e-01 8.043394e-01
1.200001e+00 4.705051e-01 9.272256e-01 2.949492e-01 7.277435e-01
1.300001e+00 4.733145e-01 9.341568e-01 2.668547e-01 6.584317e-01
1.400001e+00 4.758564e-01 9.404283e-01 2.414361e-01 5.957173e-01
1.500001e+00 4.781561e-01 9.461025e-01 2.184386e-01 5.389747e-01
1.600001e+00 4.802368e-01 9.512364e-01 1.976317e-01 4.876362e-01
1.700001e+00 4.821193e-01 9.558813e-01 1.788066e-01 4.411875e-01
1.800001e+00 4.838225e-01 9.600837e-01 1.617747e-01 3.991631e-01
1.900001e+00 4.853635e-01 9.638858e-01 1.463652e-01 3.611415e-01
2.000001e+00 4.867577e-01 9.673258e-01 1.324234e-01 3.267417e-01
2.100001e+00 4.880190e-01 9.704382e-01 1.198097e-01 2.956185e-01
2.200001e+00 4.891603e-01 9.732540e-01 1.083974e-01 2.674599e-01
2.300002e+00 4.901928e-01 9.758017e-01 9.807222e-02 2.419835e-01
2.400002e+00 4.911269e-01 9.781066e-01 8.873053e-02 2.189338e-01
2.500002e+00 4.919721e-01 9.801920e-01 8.027866e-02 1.980796e-01
2.600002e+00 4.927368e-01 9.820788e-01 7.263186e-02 1.792119e-01
2.700002e+00 4.934287e-01 9.837859e-01 6.571345e-02 1.621414e-01
2.800002e+00 4.940546e-01 9.853303e-01 5.945403e-02 1.466969e-01
2.900002e+00 4.946209e-01 9.867276e-01 5.379084e-02 1.327236e-01
3.000002e+00 4.951333e-01 9.879919e-01 4.866709e-02 1.200812e-01
3.100002e+00 4.955969e-01 9.891357e-01 4.403140e-02 1.086431e-01
3.200002e+00 4.960163e-01 9.901705e-01 3.983727e-02 9.829451e-02
3.300002e+00 4.963957e-01 9.911068e-01 3.604264e-02 8.893165e-02
3.400002e+00 4.967391e-01 9.919539e-01 3.260946e-02 8.046062e-02
3.500002e+00 4.970497e-01 9.927204e-01 2.950331e-02 7.279649e-02
3.600002e+00 4.973307e-01 9.934138e-01 2.669302e-02 6.586240e-02
3.700002e+00 4.975850e-01 9.940411e-01 2.415043e-02 5.958879e-02
3.800002e+00 4.978150e-01 9.946087e-01 2.185002e-02 5.391277e-02
3.900003e+00 4.980231e-01 9.951223e-01 1.976874e-02 4.877741e-02
4.000003e+00 4.982114e-01 9.955869e-01 1.788570e-02 4.413120e-02
4.100003e+00 4.983818e-01 9.960072e-01 1.618203e-02 3.992757e-02
4.200003e+00 4.985359e-01 9.963876e-01 1.464064e-02 3.612434e-02
4.300003e+00 4.986754e-01 9.967317e-01 1.324608e-02 3.268338e-02
4.400003e+00 4.988016e-01 9.970430e-01 1.198434e-02 2.957018e-02
4.500003e+00 4.989157e-01 9.973246e-01 1.084280e-02 2.675353e-02
4.600003e+00 4.990190e-01 9.975795e-01 9.809986e-03 2.420517e-02
4.700003e+00 4.991124e-01 9.978100e-01 8.875554e-03 2.189955e-02
4.800003e+00 4.991970e-01 9.980186e-01 8.030129e-03 1.981355e-02
4.900003e+00 4.992735e-01 9.982074e-01 7.265234e-03 1.792624e-02
5.000003e+00 4.993427e-01 9.983781e-01 6.573197e-03 1.621871e-02
5.100003e+00 4.994053e-01 9.985326e-01 5.947079e-03 1.467383e-02
5.200003e+00 4.994619e-01 9.986724e-01 5.380601e-03 1.327610e-02
5.300003e+00 4.995132e-01 9.987988e-01 4.868081e-03 1.201151e-02
5.400004e+00 4.995596e-01 9.989133e-01 4.404381e-03 1.086737e-02
5.500004e+00 4.996015e-01 9.990168e-01 3.984850e-03 9.832222e-03
5.600004e+00 4.996395e-01 9.991104e-01 3.605280e-03 8.895672e-03
5.700004e+00 4.996738e-01 9.991952e-01 3.261866e-03 8.048331e-03
5.800004e+00 4.997049e-01 9.992718e-01 2.951163e-03 7.281701e-03
5.900004e+00 4.997330e-01 9.993412e-01 2.670055e-03 6.588096e-03
6.000004e+00 4.997584e-01 9.994039e-01 2.415724e-03 5.960559e-03
6.100004e+00 4.997814e-01 9.994607e-01 2.185618e-03 5.392797e-03
6.200004e+00 4.998023e-01 9.995121e-01 1.977431e-03 4.879116e-03
6.300004e+00 4.998211e-01 9.995586e-01 1.789075e-03 4.414364e-03
6.400004e+00 4.998381e-01 9.996006e-01 1.618660e-03 3.993882e-03
6.500004e+00 4.998536e-01 9.996387e-01 1.464477e-03 3.613452e-03
6.600004e+00 4.998675e-01 9.996731e-01 1.324981e-03 3.269259e-03
6.700004e+00 4.998801e-01 9.997042e-01 1.198772e-03 2.957852e-03
6.800004e+00 4.998915e-01 9.997324e-01 1.084585e-03 2.676107e-03
6.900005e+00 4.999019e-01 9.997579e-01 9.812752e-04 2.421199e-03
7.000005e+00 4.999112e-01 9.997809e-01 8.878056e-04 2.190572e-03
7.100005e+00 4.999197e-01 9.998018e-01 8.032393e-04 1.981913e-03
7.200005e+00 4.999273e-01 9.998207e-01 7.267282e-04 1.793130e-03
7.300005e+00 4.999342e-01 9.998378e-01 6.575050e-04 1.622328e-03
7.400005e+00 4.999405e-01 9.998532e-01 5.948755e-04 1.467797e-03
7.500005e+00 4.999462e-01 9.998672e-01 5.382118e-04 1.327984e-03
7.600005e+00 4.999513e-01 9.998799e-01 4.869454e-04 1.201489e-03
7.700005e+00 4.999559e-01 9.998913e-01 4.405623e-04 1.087044e-03
7.800005e+00 4.999601e-01 9.999017e-01 3.985973e-04 9.834994e-04
7.900005e+00 4.999639e-01 9.999110e-01 3.606296e-04 8.898179e-04
8.000005e+00 4.999674e-01 9.999195e-01 3.262785e-04 8.050599e-04
8.100005e+00 4.999705e-01 9.999272e-01 2.951995e-04 7.283754e-04
8.200005e+00 4.999733e-01 9.999341e-01 2.670808e-04 6.589953e-04
8.300005e+00 4.999758e-01 9.999404e-01 2.416405e-04 5.962239e-04
8.400006e+00 4.999781e-01 9.999461e-01 2.186234e-04 5.394317e-04
8.500006e+00 4.999802e-01 9.999512e-01 1.977989e-04 4.880491e-04
8.600006e+00 4.999821e-01 9.999558e-01 1.789579e-04 4.415609e-04
8.700006e+00 4.999838e-01 9.999600e-01 1.619116e-04 3.995008e-04
8.800006e+00 4.999854e-01 9.999639e-01 1.464890e-04 3.614471e-04
8.900006e+00 4.999867e-01 9.999673e-01 1.325354e-04 3.270181e-04
