z u tau(z) dpress(z)/dz fxF(z)/phi(z) fyF(z)/phi(z)
1.000000e-01	9.999999e-02	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e-01	1.999999e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.000000e-01	2.999995e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.000000e-01	3.999985e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.000000e-01	4.999964e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.000000e-01	5.999922e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e-01	6.999849e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.000000e-01	7.999728e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.000000e-01	8.999542e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e+00	9.999264e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.100000e+00	1.099887e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.200000e+00	1.199832e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.300000e+00	1.299757e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.400000e+00	1.399658e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.500000e+00	1.499529e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.600000e+00	1.599365e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.700000e+00	1.699158e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.800000e+00	1.798900e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.900000e+00	1.898584e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e+00	1.998200e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.000000e+00	2.987975e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.000000e+00	3.954635e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.000000e+00	4.877777e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.000000e+00	5.737752e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+00	6.522061e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.000000e+00	7.227165e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.000000e+00	7.856306e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e+01	8.416353e+00	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e+01	1.171503e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.000000e+01	1.323705e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.000000e+01	1.416489e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.000000e+01	1.482033e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.000000e+01	1.532508e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
7.000000e+01	1.573586e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.000000e+01	1.608293e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
9.000000e+01	1.638410e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e+02	1.665063e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e+02	1.837782e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.000000e+02	1.938601e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.000000e+02	2.010241e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.000000e+02	2.065858e+01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
