2.467401e-01 0.000000e+00 7.453521e-01 3.853682e+00 8.199367e-01 7.883858e+00 9.800206e-01
4.934802e-01 0.000000e+00 8.010325e-01 4.104331e+00 8.593087e-01 8.237238e+00 9.843892e-01
7.402203e-01 0.000000e+00 8.445380e-01 4.300175e+00 8.900717e-01 8.513349e+00 9.878026e-01
9.869604e-01 0.000000e+00 8.785307e-01 4.453196e+00 9.141082e-01 8.729086e+00 9.904696e-01
1.233701e+00 0.000000e+00 9.050907e-01 4.572758e+00 9.328890e-01 8.897651e+00 9.925535e-01
1.480441e+00 0.000000e+00 9.258432e-01 4.666177e+00 9.475632e-01 9.029359e+00 9.941817e-01
1.727181e+00 0.000000e+00 9.420581e-01 4.739170e+00 9.590289e-01 9.132267e+00 9.954539e-01
1.973921e+00 0.000000e+00 9.547274e-01 4.796202e+00 9.679875e-01 9.212674e+00 9.964480e-01
2.220661e+00 0.000000e+00 9.646266e-01 4.840764e+00 9.749872e-01 9.275500e+00 9.972246e-01
2.467401e+00 0.000000e+00 9.723612e-01 4.875582e+00 9.804564e-01 9.324588e+00 9.978315e-01
2.714141e+00 0.000000e+00 9.784046e-01 4.902787e+00 9.847297e-01 9.362943e+00 9.983056e-01
2.960881e+00 0.000000e+00 9.831266e-01 4.924043e+00 9.880687e-01 9.392912e+00 9.986761e-01
3.207621e+00 0.000000e+00 9.868160e-01 4.940651e+00 9.906775e-01 9.416327e+00 9.989656e-01
3.454362e+00 0.000000e+00 9.896988e-01 4.953628e+00 9.927160e-01 9.434623e+00 9.991918e-01
3.701102e+00 0.000000e+00 9.919512e-01 4.963768e+00 9.943087e-01 9.448918e+00 9.993685e-01
3.947842e+00 0.000000e+00 9.937111e-01 4.971690e+00 9.955531e-01 9.460087e+00 9.995066e-01
4.194582e+00 0.000000e+00 9.950862e-01 4.977880e+00 9.965254e-01 9.468814e+00 9.996145e-01
4.441322e+00 0.000000e+00 9.961607e-01 4.982717e+00 9.972852e-01 9.475633e+00 9.996988e-01
4.688062e+00 0.000000e+00 9.970002e-01 4.986496e+00 9.978788e-01 9.480961e+00 9.997646e-01
4.934802e+00 0.000000e+00 9.976561e-01 4.989449e+00 9.983426e-01 9.485124e+00 9.998161e-01
5.181542e+00 0.000000e+00 9.981686e-01 4.991756e+00 9.987050e-01 9.488377e+00 9.998563e-01
5.428282e+00 0.000000e+00 9.985690e-01 4.993558e+00 9.989882e-01 9.490918e+00 9.998877e-01
5.675023e+00 0.000000e+00 9.988819e-01 4.994967e+00 9.992094e-01 9.492904e+00 9.999123e-01
5.921763e+00 0.000000e+00 9.991264e-01 4.996067e+00 9.993823e-01 9.494456e+00 9.999315e-01
6.168503e+00 0.000000e+00 9.993174e-01 4.996927e+00 9.995173e-01 9.495668e+00 9.999464e-01
6.415243e+00 0.000000e+00 9.994667e-01 4.997599e+00 9.996229e-01 9.496615e+00 9.999582e-01
6.661983e+00 0.000000e+00 9.995833e-01 4.998124e+00 9.997053e-01 9.497355e+00 9.999673e-01
6.908723e+00 0.000000e+00 9.996744e-01 4.998534e+00 9.997698e-01 9.497934e+00 9.999745e-01
7.155463e+00 0.000000e+00 9.997456e-01 4.998855e+00 9.998201e-01 9.498385e+00 9.999800e-01
7.402203e+00 0.000000e+00 9.998012e-01 4.999105e+00 9.998594e-01 9.498738e+00 9.999844e-01
