0.000000e+00 4.050000e-01 8.100000e-01 9.500000e-01 1.900000e+00
0.000000e+00 3.965735e-01 7.453521e-01 1.034265e+00 2.546479e+00
1.000120e-01 4.064170e-01 7.695878e-01 9.358303e-01 2.304122e+00
2.000240e-01 4.153236e-01 7.915169e-01 8.467641e-01 2.084831e+00
3.000360e-01 4.233825e-01 8.113590e-01 7.661747e-01 1.886410e+00
4.000480e-01 4.306745e-01 8.293126e-01 6.932552e-01 1.706874e+00
5.000600e-01 4.372724e-01 8.455575e-01 6.272757e-01 1.544425e+00
6.000719e-01 4.432424e-01 8.602563e-01 5.675757e-01 1.397437e+00
7.000839e-01 4.486442e-01 8.735562e-01 5.135576e-01 1.264438e+00
8.000959e-01 4.535319e-01 8.855903e-01 4.646806e-01 1.144097e+00
9.001079e-01 4.579545e-01 8.964791e-01 4.204553e-01 1.035209e+00
1.000120e+00 4.619561e-01 9.063315e-01 3.804391e-01 9.366850e-01
1.100132e+00 4.655769e-01 9.152463e-01 3.442314e-01 8.475375e-01
1.200144e+00 4.688530e-01 9.233126e-01 3.114698e-01 7.668744e-01
1.300156e+00 4.718174e-01 9.306112e-01 2.818261e-01 6.938883e-01
1.400168e+00 4.744996e-01 9.372151e-01 2.550038e-01 6.278486e-01
1.500180e+00 4.769266e-01 9.431906e-01 2.307342e-01 5.680941e-01
1.600192e+00 4.791226e-01 9.485973e-01 2.087744e-01 5.140266e-01
1.700204e+00 4.811095e-01 9.534895e-01 1.889046e-01 4.651050e-01
1.800216e+00 4.829074e-01 9.579161e-01 1.709259e-01 4.208393e-01
1.900228e+00 4.845342e-01 9.619213e-01 1.546583e-01 3.807866e-01
2.000240e+00 4.860061e-01 9.655454e-01 1.399390e-01 3.445458e-01
2.100252e+00 4.873380e-01 9.688246e-01 1.266205e-01 3.117542e-01
2.200264e+00 4.885430e-01 9.717916e-01 1.145696e-01 2.820835e-01
2.300276e+00 4.896334e-01 9.744763e-01 1.036656e-01 2.552366e-01
2.400288e+00 4.906201e-01 9.769055e-01 9.379939e-02 2.309449e-01
2.500300e+00 4.915128e-01 9.791035e-01 8.487218e-02 2.089651e-01
2.600312e+00 4.923205e-01 9.810923e-01 7.679460e-02 1.890772e-01
