2.467401e-01 0.000000e+00 0.000000e+00 7.453521e-01
2.467401e-01 5.000000e-01 3.728069e-01 7.461371e-01
2.467401e-01 1.000000e+00 7.463980e-01 7.484872e-01
2.467401e-01 1.500000e+00 1.121553e+00 7.523880e-01
2.467401e-01 2.000000e+00 1.499041e+00 7.578154e-01
2.467401e-01 2.500000e+00 1.879617e+00 7.647360e-01
2.467401e-01 3.000000e+00 2.264018e+00 7.731071e-01
2.467401e-01 3.500000e+00 2.652957e+00 7.828770e-01
2.467401e-01 4.000000e+00 3.047118e+00 7.939855e-01
2.467401e-01 4.500000e+00 3.447154e+00 8.063642e-01
2.467401e-01 5.000000e+00 3.853682e+00 8.199367e-01
2.467401e-01 5.500000e+00 4.267276e+00 8.346194e-01
2.467401e-01 6.000000e+00 4.688471e+00 8.503217e-01
2.467401e-01 6.500000e+00 5.117752e+00 8.669468e-01
2.467401e-01 7.000000e+00 5.555555e+00 8.843923e-01
2.467401e-01 7.500000e+00 6.002263e+00 9.025505e-01
2.467401e-01 8.000000e+00 6.458205e+00 9.213095e-01
2.467401e-01 8.500000e+00 6.923653e+00 9.405536e-01
2.467401e-01 9.000000e+00 7.398820e+00 9.601643e-01
2.467401e-01 9.500000e+00 7.883858e+00 9.800206e-01

4.934802e-01 0.000000e+00 0.000000e+00 8.010325e-01
4.934802e-01 5.000000e-01 4.006185e-01 8.016458e-01
4.934802e-01 1.000000e+00 8.018497e-01 8.034821e-01
4.934802e-01 1.500000e+00 1.204303e+00 8.065299e-01
4.934802e-01 2.000000e+00 1.608578e+00 8.107706e-01
4.934802e-01 2.500000e+00 2.015268e+00 8.161780e-01
4.934802e-01 3.000000e+00 2.424945e+00 8.227186e-01
4.934802e-01 3.500000e+00 2.838168e+00 8.303523e-01
4.934802e-01 4.000000e+00 3.255472e+00 8.390319e-01
4.934802e-01 4.500000e+00 3.677366e+00 8.487039e-01
4.934802e-01 5.000000e+00 4.104331e+00 8.593087e-01
4.934802e-01 5.500000e+00 4.536819e+00 8.707809e-01
4.934802e-01 6.000000e+00 4.975245e+00 8.830498e-01
4.934802e-01 6.500000e+00 5.419989e+00 8.960397e-01
4.934802e-01 7.000000e+00 5.871392e+00 9.096706e-01
4.934802e-01 7.500000e+00 6.329753e+00 9.238584e-01
4.934802e-01 8.000000e+00 6.795328e+00 9.385156e-01
4.934802e-01 8.500000e+00 7.268331e+00 9.535519e-01
4.934802e-01 9.000000e+00 7.748928e+00 9.688746e-01
4.934802e-01 9.500000e+00 8.237238e+00 9.843892e-01

7.402203e-01 0.000000e+00 0.000000e+00 8.445380e-01
7.402203e-01 5.000000e-01 4.223489e-01 8.450172e-01
7.402203e-01 1.000000e+00 8.451765e-01 8.464520e-01
7.402203e-01 1.500000e+00 1.268959e+00 8.488334e-01
7.402203e-01 2.000000e+00 1.694165e+00 8.521468e-01
7.402203e-01 2.500000e+00 2.121257e+00 8.563718e-01
7.402203e-01 3.000000e+00 2.550685e+00 8.614823e-01
7.402203e-01 3.500000e+00 2.982882e+00 8.674468e-01
7.402203e-01 4.000000e+00 3.418268e+00 8.742286e-01
7.402203e-01 4.500000e+00 3.857240e+00 8.817857e-01
7.402203e-01 5.000000e+00 4.300175e+00 8.900717e-01
7.402203e-01 5.500000e+00 4.747425e+00 8.990355e-01
7.402203e-01 6.000000e+00 5.199314e+00 9.086217e-01
7.402203e-01 6.500000e+00 5.656140e+00 9.187713e-01
7.402203e-01 7.000000e+00 6.118169e+00 9.294217e-01
7.402203e-01 7.500000e+00 6.585634e+00 9.405073e-01
7.402203e-01 8.000000e+00 7.058737e+00 9.519596e-01
7.402203e-01 8.500000e+00 7.537643e+00 9.637081e-01
7.402203e-01 9.000000e+00 8.022483e+00 9.756804e-01
7.402203e-01 9.500000e+00 8.513349e+00 9.878026e-01

9.869604e-01 0.000000e+00 0.000000e+00 8.785307e-01
9.869604e-01 5.000000e-01 4.393278e-01 8.789052e-01
9.869604e-01 1.000000e+00 8.790296e-01 8.800262e-01
9.869604e-01 1.500000e+00 1.319477e+00 8.818869e-01
9.869604e-01 2.000000e+00 1.761038e+00 8.844758e-01
9.869604e-01 2.500000e+00 2.204072e+00 8.877770e-01
9.869604e-01 3.000000e+00 2.648930e+00 8.917701e-01
9.869604e-01 3.500000e+00 3.095953e+00 8.964304e-01
9.869604e-01 4.000000e+00 3.545467e+00 9.017293e-01
9.869604e-01 4.500000e+00 3.997783e+00 9.076340e-01
9.869604e-01 5.000000e+00 4.453196e+00 9.141082e-01
9.869604e-01 5.500000e+00 4.911980e+00 9.211120e-01
9.869604e-01 6.000000e+00 5.374389e+00 9.286021e-01
9.869604e-01 6.500000e+00 5.840655e+00 9.365325e-01
9.869604e-01 7.000000e+00 6.310987e+00 9.448541e-01
9.869604e-01 7.500000e+00 6.785566e+00 9.535157e-01
9.869604e-01 8.000000e+00 7.264550e+00 9.624639e-01
9.869604e-01 8.500000e+00 7.748069e+00 9.716436e-01
9.869604e-01 9.000000e+00 8.236223e+00 9.809980e-01
9.869604e-01 9.500000e+00 8.729086e+00 9.904696e-01

1.233701e+00 0.000000e+00 0.000000e+00 9.050907e-01
1.233701e+00 5.000000e-01 4.525941e-01 9.053833e-01
1.233701e+00 1.000000e+00 9.054805e-01 9.062592e-01
1.233701e+00 1.500000e+00 1.358950e+00 9.077131e-01
1.233701e+00 2.000000e+00 1.813288e+00 9.097359e-01
1.233701e+00 2.500000e+00 2.268778e+00 9.123153e-01
1.233701e+00 3.000000e+00 2.725694e+00 9.154352e-01
1.233701e+00 3.500000e+00 3.184301e+00 9.190765e-01
1.233701e+00 4.000000e+00 3.644854e+00 9.232168e-01
1.233701e+00 4.500000e+00 4.107596e+00 9.278304e-01
1.233701e+00 5.000000e+00 4.572758e+00 9.328890e-01
1.233701e+00 5.500000e+00 5.040554e+00 9.383614e-01
1.233701e+00 6.000000e+00 5.511183e+00 9.442137e-01
1.233701e+00 6.500000e+00 5.984825e+00 9.504100e-01
1.233701e+00 7.000000e+00 6.461644e+00 9.569121e-01
1.233701e+00 7.500000e+00 6.941782e+00 9.636798e-01
1.233701e+00 8.000000e+00 7.425361e+00 9.706714e-01
1.233701e+00 8.500000e+00 7.912483e+00 9.778439e-01
1.233701e+00 9.000000e+00 8.403228e+00 9.851529e-01
1.233701e+00 9.500000e+00 8.897651e+00 9.925535e-01

1.480441e+00 0.000000e+00 0.000000e+00 9.258432e-01
1.480441e+00 5.000000e-01 4.629597e-01 9.260718e-01
1.480441e+00 1.000000e+00 9.261478e-01 9.267562e-01
1.480441e+00 1.500000e+00 1.389791e+00 9.278922e-01
1.480441e+00 2.000000e+00 1.854114e+00 9.294727e-01
1.480441e+00 2.500000e+00 2.319336e+00 9.314881e-01
1.480441e+00 3.000000e+00 2.785673e+00 9.339258e-01
1.480441e+00 3.500000e+00 3.253330e+00 9.367710e-01
1.480441e+00 4.000000e+00 3.722509e+00 9.400059e-01
1.480441e+00 4.500000e+00 4.193398e+00 9.436108e-01
1.480441e+00 5.000000e+00 4.666177e+00 9.475632e-01
1.480441e+00 5.500000e+00 5.141015e+00 9.518390e-01
1.480441e+00 6.000000e+00 5.618066e+00 9.564117e-01
1.480441e+00 6.500000e+00 6.097471e+00 9.612532e-01
1.480441e+00 7.000000e+00 6.579359e+00 9.663335e-01
1.480441e+00 7.500000e+00 7.063840e+00 9.716214e-01
1.480441e+00 8.000000e+00 7.551009e+00 9.770843e-01
1.480441e+00 8.500000e+00 8.040947e+00 9.826884e-01
1.480441e+00 9.000000e+00 8.533716e+00 9.883993e-01
1.480441e+00 9.500000e+00 9.029359e+00 9.941817e-01

1.727181e+00 0.000000e+00 0.000000e+00 9.420581e-01
1.727181e+00 5.000000e-01 4.710588e-01 9.422367e-01
1.727181e+00 1.000000e+00 9.422961e-01 9.427714e-01
1.727181e+00 1.500000e+00 1.413889e+00 9.436590e-01
1.727181e+00 2.000000e+00 1.886013e+00 9.448940e-01
1.727181e+00 2.500000e+00 2.358840e+00 9.464686e-01
1.727181e+00 3.000000e+00 2.832537e+00 9.483734e-01
1.727181e+00 3.500000e+00 3.307266e+00 9.505964e-01
1.727181e+00 4.000000e+00 3.783184e+00 9.531240e-01
1.727181e+00 4.500000e+00 4.260438e+00 9.559406e-01
1.727181e+00 5.000000e+00 4.739170e+00 9.590289e-01
1.727181e+00 5.500000e+00 5.219509e+00 9.623697e-01
1.727181e+00 6.000000e+00 5.701578e+00 9.659426e-01
1.727181e+00 6.500000e+00 6.185487e+00 9.697254e-01
1.727181e+00 7.000000e+00 6.671335e+00 9.736949e-01
1.727181e+00 7.500000e+00 7.159209e+00 9.778266e-01
1.727181e+00 8.000000e+00 7.649184e+00 9.820950e-01
1.727181e+00 8.500000e+00 8.141322e+00 9.864737e-01
1.727181e+00 9.000000e+00 8.635672e+00 9.909359e-01
1.727181e+00 9.500000e+00 9.132267e+00 9.954539e-01

1.973921e+00 0.000000e+00 0.000000e+00 9.547274e-01
1.973921e+00 5.000000e-01 4.773870e-01 9.548670e-01
1.973921e+00 1.000000e+00 9.549134e-01 9.552848e-01
1.973921e+00 1.500000e+00 1.432718e+00 9.559783e-01
1.973921e+00 2.000000e+00 1.910937e+00 9.569432e-01
1.973921e+00 2.500000e+00 2.389705e+00 9.581736e-01
1.973921e+00 3.000000e+00 2.869154e+00 9.596619e-01
1.973921e+00 3.500000e+00 3.349409e+00 9.613988e-01
1.973921e+00 4.000000e+00 3.830592e+00 9.633737e-01
1.973921e+00 4.500000e+00 4.312820e+00 9.655745e-01
1.973921e+00 5.000000e+00 4.796202e+00 9.679875e-01
1.973921e+00 5.500000e+00 5.280840e+00 9.705978e-01
1.973921e+00 6.000000e+00 5.766830e+00 9.733895e-01
1.973921e+00 6.500000e+00 6.254257e+00 9.763452e-01
1.973921e+00 7.000000e+00 6.743199e+00 9.794467e-01
1.973921e+00 7.500000e+00 7.233725e+00 9.826749e-01
1.973921e+00 8.000000e+00 7.725892e+00 9.860100e-01
1.973921e+00 8.500000e+00 8.219749e+00 9.894313e-01
1.973921e+00 9.000000e+00 8.715334e+00 9.929178e-01
1.973921e+00 9.500000e+00 9.212674e+00 9.964480e-01

2.220661e+00 0.000000e+00 0.000000e+00 9.646266e-01
2.220661e+00 5.000000e-01 4.823315e-01 9.647356e-01
2.220661e+00 1.000000e+00 9.647719e-01 9.650621e-01
2.220661e+00 1.500000e+00 1.447429e+00 9.656039e-01
2.220661e+00 2.000000e+00 1.930411e+00 9.663579e-01
2.220661e+00 2.500000e+00 2.413822e+00 9.673192e-01
2.220661e+00 3.000000e+00 2.897764e+00 9.684820e-01
2.220661e+00 3.500000e+00 3.382336e+00 9.698392e-01
2.220661e+00 4.000000e+00 3.867634e+00 9.713823e-01
2.220661e+00 4.500000e+00 4.353748e+00 9.731018e-01
2.220661e+00 5.000000e+00 4.840764e+00 9.749872e-01
2.220661e+00 5.500000e+00 5.328761e+00 9.770268e-01
2.220661e+00 6.000000e+00 5.817814e+00 9.792080e-01
2.220661e+00 6.500000e+00 6.307990e+00 9.815174e-01
2.220661e+00 7.000000e+00 6.799350e+00 9.839408e-01
2.220661e+00 7.500000e+00 7.291948e+00 9.864632e-01
2.220661e+00 8.000000e+00 7.785828e+00 9.890690e-01
2.220661e+00 8.500000e+00 8.281028e+00 9.917422e-01
2.220661e+00 9.000000e+00 8.777578e+00 9.944664e-01
2.220661e+00 9.500000e+00 9.275500e+00 9.972246e-01

2.467401e+00 0.000000e+00 0.000000e+00 9.723612e-01
2.467401e+00 5.000000e-01 4.861948e-01 9.724464e-01
2.467401e+00 1.000000e+00 9.724747e-01 9.727015e-01
2.467401e+00 1.500000e+00 1.458924e+00 9.731249e-01
2.467401e+00 2.000000e+00 1.945627e+00 9.737139e-01
2.467401e+00 2.500000e+00 2.432665e+00 9.744651e-01
2.467401e+00 3.000000e+00 2.920119e+00 9.753736e-01
2.467401e+00 3.500000e+00 3.408064e+00 9.764340e-01
2.467401e+00 4.000000e+00 3.896577e+00 9.776397e-01
2.467401e+00 4.500000e+00 4.385727e+00 9.789833e-01
2.467401e+00 5.000000e+00 4.875582e+00 9.804564e-01
2.467401e+00 5.500000e+00 5.366203e+00 9.820500e-01
2.467401e+00 6.000000e+00 5.857650e+00 9.837543e-01
2.467401e+00 6.500000e+00 6.349974e+00 9.855588e-01
2.467401e+00 7.000000e+00 6.843224e+00 9.874522e-01
2.467401e+00 7.500000e+00 7.337440e+00 9.894231e-01
2.467401e+00 8.000000e+00 7.832658e+00 9.914591e-01
2.467401e+00 8.500000e+00 8.328908e+00 9.935478e-01
